stock_id,symbol,company_name
637,INE350Z01018,Gloster Limited
638,INE03Q201024,Glenmark Life Sciences Limited
639,INE075D01018,GM Breweries Limited
640,INE131A01031,Gujarat Mineral Development Corporation Limited
641,INE541A01023,GMM Pfaudler Limited
642,INE776C01039,GMR Airports Infrastructure Limited
643,INE0CU601026,GMR Power and Urban Infra Limited
644,INE934S01014,GNA Axles Limited
645,INE113A01013,Gujarat Narmada Valley Fertilizers and Chemicals Limited
646,INE426D01013,Goa Carbon Limited
647,INE077F01035,GOCL Corporation Limited
648,INE0BJS01011,Go Fashion (India) Limited
649,INE260B01028,Godfrey Phillips India Limited
650,INE925Y01036,Godha Cabcon & Insulation Limited
651,INE03JT01014,Go Digit General Insurance Limited
652,INE850D01014,Godrej Agrovet Limited
653,INE102D01028,Godrej Consumer Products Limited
654,INE233A01035,Godrej Industries Limited
655,INE484J01027,Godrej Properties Limited
656,INE516K01024,Goenka Diamond and Jewels Limited
657,INE887G01027,Gokaldas Exports Limited
658,INE020J01029,Gokul Refoils and Solvent Limited
659,INE314T01025,Gokul Agro Resources Limited
660,INE973A01010,Golden Tobacco Limited
661,INE025B01025,Goldiam International Limited
662,INE805A01014,AION-TECH SOLUTIONS LIMITED
663,INE127I01024,Goodluck India Limited
664,INE0L9R01028,Gopal Snacks Limited
665,INE705X01026,Goyal Aluminiums Limited
666,INE177H01021,Godawari Power And Ispat limited
667,INE517F01014,Gujarat Pipavav Port Limited
668,INE486R01017,GPT Healthcare Limited
669,INE390G01014,GPT Infraprojects Limited
670,INE101D01020,Granules India Limited
671,INE371A01025,Graphite India Limited
672,INE047A01021,Grasim Industries Limited
673,INE024L01027,Gravita India Limited
674,INE224A01026,Greaves Cotton Limited
675,INE544R01021,Greenlam Industries Limited
676,INE08ZM01014,Greenpanel Industries Limited
677,INE461C01038,Greenply Industries Limited
678,INE999K01014,Orient Green Power Company Limited
679,INE536A01023,Grindwell Norton Limited
680,INE201P01022,G R Infraprojects Limited
681,INE192H01020,GRM Overseas Limited
682,INE646C01018,The Grob Tea Company Limited
683,INE137I01015,GRP Limited
684,INE382Z01011,Garden Reach Shipbuilders & Engineers Limited
685,INE291A01017,Garware Hi-Tech Films Limited
686,INE026A01025,Gujarat State Fertilizers & Chemicals Limited
687,INE0JSX01015,Global Surfaces Limited
688,INE246F01010,Gujarat State Petronet Limited
689,INE871H01011,GSS Infotech Limited
690,INE586X01012,G-TEC JAINX EDUCATION LIMITED
691,INE043A01012,GTL Limited
692,INE221H01019,GTL Infrastructure Limited
693,INE869I01013,GTPL Hathway Limited
694,INE742B01025,Gufic Biosciences Limited
695,INE186A01019,Gujarat Alkalies and Chemicals Limited
696,INE826C01016,Gujarat Apollo Industries Limited
697,INE844O01030,Gujarat Gas Limited
698,INE610B01024,Gujarat Raffia Industries Limited
699,INE635Q01029,Gulf Oil Lubricants India Limited
700,INE586G01017,GP Petroleums Limited
701,INE255D01024,Gulshan Polyols Limited
702,INE251H01024,GVK Power & Infrastructure Limited
703,INE382T01030,GVP Infotech Limited
704,INE066F01020,Hindustan Aeronautics Limited
705,INE419U01012,Happiest Minds Technologies Limited
706,INE330T01021,Happy Forgings Limited
707,INE626Z01029,Hardwyn India Limited
708,INE00EV01017,Hariom Pipe Industries Limited
709,INE544A01019,Harrisons  Malayalam Limited
710,INE0JUS01029,Harsha Engineers International Limited
711,INE982F01036,Hathway Cable & Datacom Limited
712,INE473B01035,Hatsun Agro Product Limited
713,INE176B01034,Havells India Limited
714,INE293B01029,Sri Havisha Hospitality and Infrastructure Limited
715,INE292B01021,HBL Power Systems Limited
716,INE550B01022,HB Stockholdings Limited
717,INE549A01026,Hindustan Construction Company Limited
718,INE075I01017,Healthcare Global Enterprises Limited
719,INE236A01020,HCL Infosystems Limited
720,INE860A01027,HCL Technologies Limited
721,INE127D01025,HDFC Asset Management Company Limited
722,INE040A01034,HDFC Bank Limited
723,INE795G01014,HDFC Life Insurance Company Limited
724,INE191I01012,Housing Development and Infrastructure Limited
725,INE759V01019,Heads UP Ventures Limited
726,INE558R01013,HEC Infra Projects Limited
727,INE545A01016,HEG Limited
728,INE578A01017,HeidelbergCement India Limited
729,INE0AJG01018,Hemisphere Properties India Limited
730,INE694N01015,Heranba Industries Limited
731,INE688E01024,Hercules Hoists Limited
732,INE978A01027,Heritage Foods Limited
733,INE158A01026,Hero MotoCorp Limited
734,INE782E01017,Hester Biosciences Limited
735,INE492A01029,Heubach Colorants India Limited
736,INE750M01017,Hexa Tradex Limited
737,INE548A01028,HFCL Limited
738,INE926X01010,H.G. Infra Engineering Limited
739,INE170I01016,Hinduja Global Solutions Limited
740,INE475B01022,Hikal Limited
741,INE557A01011,HIL Limited
742,INE788H01017,Hilton Metal Forging Limited
743,INE049A01027,Himatsingka Seide Limited
744,INE038A01020,Hindalco Industries Limited
745,INE310C01029,Hindustan Composites Limited
746,INE642Y01029,Hindcon Chemicals Limited
747,INE531E01026,Hindustan Copper Limited
748,INE253A01025,Hindustan Motors Limited
749,INE952A01022,Hindusthan National Glass & Industries Limited
750,INE345A01011,Hindustan Oil Exploration Company Limited
751,INE094A01015,Hindustan Petroleum Corporation Limited
752,INE030A01027,Hindustan Unilever Limited
753,INE05AN01011,Hindware Home Innovation Limited
754,INE267A01025,Hindustan Zinc Limited
755,INE835D01023,Hind Rectifiers Limited
756,INE598C01011,Hisar Metal Industries Limited
757,INE106T01025,Hi-Tech Pipes Limited
758,INE120D01012,Hitech Corporation Limited
759,INE127B01011,The Hi-Tech Gears Limited
760,INE461D01028,HLE Glascoat Limited
761,INE102A01024,HLV LIMITED
762,INE0ECP01024,HMA Agro Industries Limited
763,INE262A01018,HMT Limited
764,INE871K01015,Hindustan Media Ventures Limited
765,INE254N01026,Hindustan Foods Limited
766,INE481N01025,Home First Finance Company India Limited
767,INE0J5401028,Honasa Consumer Limited
768,INE671A01010,Honeywell Automation India Limited
769,INE634A01018,Honda India Power Products Limited
770,INE596H01014,HOV Services Limited
771,INE0GSL01024,HP Adhesives Limited
772,INE05X901010,Hindprakash Industries Limited
773,INE495S01016,HPL Electric & Power Limited
774,INE019C01026,Himadri Speciality Chemical Limited
775,INE501G01024,HT Media Limited
776,INE703H01016,Hubtown Limited
777,INE031A01017,Housing & Urban Development Corporation Limited
778,INE275B01026,Huhtamaki India Limited
779,INE965B01022,Hybrid Financial Services Limited
780,INE613B01010,ICDS Limited
781,INE520Y01019,Ice Make Refrigeration Limited
782,INE090A01021,ICICI Bank Limited
783,INE765G01017,ICICI Lombard General Insurance Company Limited
784,INE726G01019,ICICI Prudential Life Insurance Company Limited
785,INE483B01026,Indo Count Industries Limited
786,INE725G01011,ICRA Limited
787,INE008A01015,IDBI Bank Limited
788,INE669E01016,Vodafone Idea Limited
789,INE349Y01013,Ideaforge Technology Limited
790,INE043D01016,IDFC Limited
791,INE092T01019,IDFC First Bank Limited
792,INE059901020,Indiabulls Enterprises Limited
793,INE022Q01020,Indian Energy Exchange Limited
794,INE076C01018,IFB Agro Industries Limited
795,INE559A01017,IFB Industries Limited
796,INE039A01010,IFCI Limited
797,INE133Y01011,IFGL Refractories Limited
798,INE188B01013,Igarashi Motors India Limited
799,INE203G01027,Indraprastha Gas Limited
800,INE204A01010,IG Petrochemicals Limited
801,INE530B01024,IIFL Finance Limited
802,INE489L01022,IIFL Securities Limited
803,INE886A01014,Industrial Investment Trust Limited
804,INE0LOJ01019,IKIO Lighting Limited
805,INE369I01014,IL&FS Engineering and Construction Company Limited
806,INE975G01012,IL&FS Transportation Networks Limited
807,INE172N01012,Imagicaaworld Entertainment Limited
808,INE919H01018,Indian Metals & Ferro Alloys Limited
809,INE547E01014,India Motor Parts and Accessories Limited
810,INE691G01015,Impex Ferro Tech Limited
811,INE452L01012,INCREDIBLE INDUSTRIES LIMITED
812,INE841B01017,Indbank Merchant Banking Services Limited
813,INE065X01017,Indegene Limited
814,INE053A01029,The Indian Hotels Company Limited
815,INE383A01012,The India Cements Limited
816,INE560A01015,India Glycols Limited
817,INE933S01016,Indiamart Intermesh Limited
818,INE562A01011,Indian Bank
819,INE061A01014,Indian Card Clothing Company Limited
820,INE323C01030,Indian Hume Pipe Company Limited
821,INE922K01024,India Shelter Finance Corporation Limited
822,INE646L01027,InterGlobe Aviation Limited
823,INE09VQ01012,Indigo Paints Limited
824,INE092B01025,India Nippon Electricals Limited
825,INE760F01028,Indo Amines Limited
826,INE803D01021,Indo Borax & Chemicals Limited
827,INE873D01024,Indoco Remedies Limited
828,INE156A01020,Indo Rama Synthetics (India) Limited
829,INE896L01010,IndoStar Capital Finance Limited
830,INE332H01014,Indo Tech Transformers Limited
831,INE337M01013,Indo Thai Securities Limited
832,INE250Z01010,Indo Us Biotech Limited
833,INE227G01018,Indowind Energy Limited
834,INE681B01017,Indraprastha Medical Corporation Limited
835,INE915B01019,Ind-Swift Laboratories Limited
836,INE788B01028,Ind-Swift Limited
837,INE611L01021,Indian Terrain Fashions Limited
838,INE095A01012,IndusInd Bank Limited
839,INE121J01017,Indus Towers Limited
840,INE483S01020,Infibeam Avenues Limited
841,INE344S01016,InfoBeans Technologies Limited
842,INE669A01022,Infomedia Press Limited
843,INE009A01021,Infosys Limited
844,INE177A01018,Ingersoll Rand (India) Limited
845,INE0DUT01020,Innova Captab Limited
846,INE510W01014,Inox Green Energy Services Limited
847,INE616N01034,INOX India Limited
848,INE066P01011,Inox Wind Limited
849,INE070I01018,Insecticides (India) Limited
850,INE020G01017,Inspirisys Solutions Limited
851,INE306R01017,Intellect Design Arena Limited
852,INE781A01025,Intense Technologies Limited
853,INE00M901018,Interarch Building Products Limited
854,INE575C01027,International Conveyors Limited
855,INE878H01024,Inventure Growth & Securities Limited
856,INE565A01014,Indian Overseas Bank
857,INE242A01010,Indian Oil Corporation Limited
858,INE485C01011,IOL Chemicals and Pharmaceuticals Limited
859,INE570A01022,ION Exchange (India) Limited
860,INE571A01038,IPCA Laboratories Limited
861,INE0D6701023,India Pesticides Limited
862,INE821I01022,IRB Infrastructure Developers Limited
863,INE962Y01021,Ircon International Limited
864,INE335Y01020,Indian Railway Catering And Tourism Corporation Limited
865,INE202E01016,Indian Renewable Energy Development Agency Limited
866,INE053F01010,Indian Railway Finance Corporation Limited
867,INE864K01010,Iris Business Services Limited
868,INE01GN01025,Iris Clothings Limited
869,INE07U701015,IRM Energy Limited
870,INE763G01038,ICICI Securities Limited
871,INE566K01011,Intrasoft Technologies Limited
872,INE858B01029,Isgec Heavy Engineering Limited
873,INE154A01025,ITC Limited
874,INE353K01014,India Tourism Development Corporation Limited
875,INE686A01026,ITD Cementation India Limited
876,INE248A01017,ITI Limited
877,INE050B01023,IL&FS Investment Managers Limited
878,INE043C01018,IVP Limited
879,INE0FLR01028,Inox Wind Energy Limited
880,INE0HV901016,Le Travenues Technology Limited
881,INE848A01014,IZMO Limited
882,INE168A01041,The Jammu & Kashmir Bank Limited
883,INE199G01027,Jagran Prakashan Limited
884,INE048B01027,Jagsonpal Pharmaceuticals Limited
885,INE091G01018,Jai Balaji Industries Limited
886,INE070D01027,Jai Corp Limited
887,INE696V01013,Nandani Creation Limited
888,INE039C01032,Jamna Auto Industries Limited
889,INE039O01011,Jash Engineering Limited
890,INE785A01026,Jayant Agro Organics Limited
891,INE571B01036,Jay Bharat Maruti Limited
892,INE854B01010,Jayaswal Neco Industries Limited
893,INE364A01020,Jayshree Tea & Industries Limited
894,INE572A01036,JB Chemicals & Pharmaceuticals Limited
895,INE927D01044,JBM Auto Limited
896,INE782A01015,Johnson Controls - Hitachi Air Conditioning India Limited
897,INE802G01018,Jet Airways (India) Limited
898,INE982V01025,Jet Freight Logistics Limited
899,INE0MB501011,J.G.Chemicals Limited
900,INE544H01014,JHS Svendgaard Laboratories Limited
901,INE796G01012,Jindal Photo Limited
902,INE197D01010,Jindal Poly Films Limited
903,INE324A01024,Jindal Saw Limited
904,INE749A01030,Jindal Steel & Power Limited
905,INE742C01031,Jindal Drilling And Industries Limited
906,INE247D01039,Jindal Worldwide Limited
907,INE758E01017,Jio Financial Services Limited
908,IN9175A01010,Jain Irrigation Systems Limited
909,INE175A01038,Jain Irrigation Systems Limited
910,INE863T01013,JITF Infralogistics Limited
911,INE823G01014,JK Cement Limited
912,INE576I01022,J.Kumar Infraprojects Limited
913,INE786A01032,JK Lakshmi Cement Limited
914,INE789E01012,JK Paper Limited
915,INE573A01042,JK Tyre & Industries Limited
916,INE682M01012,Jupiter Life Line Hospitals Limited
917,INE412C01023,Jullundur Motor Agency (Delhi) Limited
918,INE780C01023,JM Financial Limited
919,INE0OAF01028,JNK India Limited
920,INE839G01010,Jocil Limited
921,INE455F01025,Jaiprakash Associates Limited
922,INE147P01019,Jindal Poly Investment and Finance Company Limited
923,INE351F01018,Jaiprakash Power Ventures Limited
924,INE953L01027,Jana Small Finance Bank Limited
925,INE220G01021,Jindal Stainless Limited
926,INE121E01018,JSW Energy Limited
927,INE824G01012,JSW Holdings Limited
928,INE880J01026,JSW Infrastructure Limited
929,INE019A01038,JSW Steel Limited
930,INE643A01035,Jtekt India Limited
931,INE391J01024,JTL INDUSTRIES LIMITED
932,INE797F01020,Jubilant Foodworks Limited
933,INE645L01011,Jubilant Industries Limited
934,INE0BY001018,Jubilant Ingrevia Limited
935,INE700A01033,Jubilant Pharmova Limited
936,INE696F01016,Juniper Hotels Limited
937,INE599M01018,Just Dial Limited
938,INE209L01016,Jupiter Wagons Limited
939,INE668F01031,Jyothy Labs Limited
940,INE980O01024,Jyoti CNC Automation Limited
941,INE197A01024,Jyoti Structures Limited
942,INE900B01029,Kabra Extrusion Technik Limited
943,INE217B01036,Kajaria Ceramics Limited
944,INE437B01014,Kakatiya Cement Sugar & Industries Limited
945,INE438K01021,Sai Silks (Kalamandir) Limited
946,INE610E01010,Kalyani Commercials Limited
947,INE314G01014,Kalyani Forge Limited
948,INE303R01014,Kalyan Jewellers India Limited
949,INE967C01018,Kamat Hotels (I) Limited
950,INE390H01012,Kamdhenu Limited
951,INE0BTI01037,Kamdhenu Ventures Limited
952,INE879E01037,Kanani Industries Limited
953,INE138C01024,Kanoria Chemicals & Industries Limited
954,INE694E01014,Kanpur Plastipack Limited
955,INE531A01024,Kansai Nerolac Paints Limited
956,INE542Z01028,Kapston Services Limited
957,INE725L01011,Karma Energy Limited
958,INE036D01028,Karur Vysya Bank Limited
959,INE234I01028,Kaushalya Infrastructure Development Corporation Limited
960,INE641C01019,Kavveri Telecom Products Limited
961,INE587G01015,Kaya Limited
962,INE918Z01012,Kaynes Technology India Limited
963,INE278R01034,KBC Global Limited
964,INE805C01028,KCP Limited
965,INE790B01024,KCP Sugar and Industries Corporation Limited
966,INE291D01011,KDDL Limited
967,INE389H01022,KEC International Limited
968,INE134B01017,Kirloskar Electric Company Limited
969,INE055C01020,DSJ Keep Learning Limited
970,INE878B01027,KEI Industries Limited
971,INE164B01022,Kellton Tech Solutions Limited
972,INE202H01019,Kernex Microsystems (India) Limited
973,INE087A01019,Kesoram Industries Limited
974,INE681C01015,Keynote Financial Services Limited
975,INE138Y01010,Kfin Technologies Limited
976,INE834I01025,Khadim India Limited
977,INE745B01028,Khaitan Chemicals & Fertilizers Limited
978,INE731C01018,Khaitan (India) Limited
979,INE060B01014,Khandwala Securities Limited
980,INE029L01018,Kalyani Investment Company Limited
981,INE729D01010,Kilitch Drugs (India) Limited
982,INE967H01025,Krishna Institute of Medical Sciences Limited
983,INE473D01015,Kingfa Science & Technology (India) Limited
984,INE880L01014,KIOCL Limited
985,INE415I01015,Kiri Industries Limited
986,INE732A01036,Kirloskar Brothers Limited
987,INE146L01010,Kirloskar Oil Engines Limited
988,INE250A01039,Kirloskar Industries Limited
989,INE811A01020,Kirloskar Pneumatic Company Limited
990,INE602G01020,Kitex Garments Limited
991,INE401H01017,Kewal Kiran Clothing Limited
992,INE157H01023,K.M.Sugar Mills Limited
993,INE634I01029,KNR Constructions Limited
994,INE080B01012,Kohinoor Foods Limited
995,INE760A01029,Kokuyo Camlin Limited
996,INE094I01018,Kolte - Patil Developers Limited
997,INE082A01010,Kopran Limited
998,INE237A01028,Kotak Mahindra Bank Limited
999,INE419A01022,Kothari Sugars And Chemicals Limited
1000,INE720A01015,Kothari Petrochemicals Limited
1001,INE823A01017,Kothari Products Limited
1002,INE542W01025,KPI Green Energy Limited
1003,INE220B01022,Kalpataru Projects International Limited
1004,INE04I401011,KPIT Technologies Limited
1005,INE930H01031,K.P.R. Mill Limited
1006,INE001B01026,KRBL Limited
1007,INE268B01013,Krebs Biochemicals and Industries Limited
1008,INE524L01026,Kridhan Infra Limited
1009,INE506W01012,Krishana Phoschem Limited
1010,INE479D01038,Kriti Industries (India) Limited
1011,INE00Z501029,Kritika Wires Limited
1012,INE798K01010,Kriti Nutrients Limited
1013,INE0ATZ01017,Kronox Lab Sciences Limited
1014,INE0O6601022,Kross Limited
1015,INE08LI01020,Krsnaa Diagnostics Limited
1016,INE0QN801017,Krystal Integrated Services Limited
1017,INE999A01023,Ksb Limited
1018,INE455I01029,Kaveri Seed Company Limited
1019,INE013801027,Kshitij Polyline Limited
1020,INE907A01026,Kalyani Steels Limited
1021,INE0D6I01015,Ksolves India Limited
1022,INE614B01018,The Karnataka Bank Limited
1023,INE529I01021,Kuantum Papers Limited
1024,INE548Z01017,Lagnam Spintex Limited
1025,INE651C01018,Lakshmi Precision Screws Limited
1026,INE740X01023,Lorenzini Apparels Limited
1027,INE600L01024,Dr. Lal Path Labs Ltd.
1028,INE112F01022,Lambodhara Textiles Limited
1029,INE572G01025,Lancor Holdings Limited
1030,INE559R01029,Landmark Cars Limited
1031,INE059D01020,La Opala RG Limited
1032,INE670X01014,Lasa Supergenerics Limited
1033,INE0I7C01011,Latent View Analytics Limited
1034,INE262Z01023,Latteys Industries Limited
1035,INE947Q01028,Laurus Labs Limited
1036,INE801V01019,Laxmi Cotspin Limited
1037,INE269B01029,Lakshmi Machine Works Limited
1038,INE938A01021,LCC Infotech Limited
1039,INE970X01018,Lemon Tree Hotels Limited
1040,INE500X01013,Lexus Granito (India) Limited
1041,INE850E01012,Lakshmi Finance & Industrial Corporation Limited
1042,INE337A01034,LG Balakrishnan & Bros Limited
1043,INE258Y01016,Laxmi Goldorna House Limited
1044,INE908V01012,Libas Consumer Products Limited
1045,INE557B01019,Liberty Shoes Limited
1046,INE115A01026,LIC Housing Finance Limited
1047,INE0J1Y01017,Life Insurance Corporation Of India
1048,INE060901027,Likhitha Infrastructure Limited
1049,INE802B01019,Linc Limited
1050,INE405C01035,Lincoln Pharmaceuticals Limited
1051,INE473A01011,Linde India Limited
1052,INE093R01011,LLOYDS ENGINEERING WORKS LIMITED
1053,INE281B01032,Lloyds Metals And Energy Limited
1054,INE670K01029,Macrotech Developers Limited
1055,INE397H01017,Lokesh Machines Limited
1056,INE846D01012,Lords Chloro Alkali Limited
1057,INE947I01017,Lotus Eye Hospital and Institute Limited
1058,INE597L01014,Lovable Lingerie Limited
1059,INE970D01010,Loyal Textile Mills Limited
1060,INE197J01017,Landmark Property Development Company Limited
1061,INE018A01030,Larsen & Toubro Limited
1062,INE498L01015,L&T Finance Limited
1063,INE818H01020,LT Foods Limited
1064,INE214T01019,LTIMindtree Limited
1065,INE010V01017,L&T Technology Services Limited
1066,INE162B01018,Lumax Industries Limited
1067,INE872H01027,Lumax Auto Technologies Limited
1068,INE326A01037,Lupin Limited
1069,INE150G01020,Lux Industries Limited
1070,INE576O01020,Laxmi Organic Industries Limited
1071,INE933A01014,Lyka Labs Limited
1072,INE142K01011,Lypsa Gems & Jewellery Limited
1073,INE101A01026,Mahindra & Mahindra Limited
1074,INE774D01024,Mahindra & Mahindra Financial Services Limited
1075,INE215I01027,Maan Aluminium Limited
1076,INE155Z01011,Macpower CNC Machines Limited
1077,INE925C01016,Madhav Marbles and Granites Limited
1078,INE378D01032,Madhucon Projects Limited
1079,INE414A01015,Madras Fertilizers Limited
1080,INE347W01011,Magadh Sugar & Energy Limited
1081,INE387I01016,Magnum Ventures Limited
1082,INE457A01014,Bank of Maharashtra
1083,INE843B01013,Maha Rashtra Apex Corporation Limited
1084,INE451L01014,Mahamaya Steel Industries Limited
1085,INE215D01010,Mahindra EPC Irrigation Limited
1086,INE263W01010,Maheshwari Logistics Limited
1087,INE813A01018,Mahindra Lifespace Developers Limited
1088,INE766P01016,Mahindra Logistics Limited
1089,INE288A01013,Maharashtra Scooters Limited
1090,INE271B01025,Maharashtra Seamless Limited
1091,INE683C01011,Maithan Alloys Limited
1092,INE389C01015,Mallcom (India) Limited
1093,INE383H01017,Malu Paper Mills Limited
1094,INE859Q01017,Manaksia Aluminium Company Limited
1095,INE830Q01018,Manaksia Coated Metals & Industries Limited
1096,INE015D01022,Manaksia Limited
1097,INE824Q01011,Manaksia Steels Limited
1098,INE201A01024,Manali Petrochemicals Limited
1099,INE522D01027,Manappuram Finance Limited
1100,INE939X01013,Manba Finance Limited
1101,INE545L01039,Mangal Credit and Fincorp Limited
1102,INE584F01014,Mangalam Drugs And Organics Limited
1103,INE558B01017,Mangalore Chemicals & Fertilizers Limited
1104,INE347A01017,Mangalam Cement Limited
1105,INE993A01026,Man Industries (India) Limited
1106,INE949H01023,Man Infraconstruction Limited
1107,INE634S01028,Mankind Pharma Limited
1108,INE784W01015,Manomay Tex India Limited
1109,INE00VM01036,Manorama Industries Limited
1110,INE370D01013,Mangalam Organics Limited
1111,INE867A01022,Manugraph India Limited
1112,INE825V01034,Vedant Fashions Limited
1113,INE0BV301023,C.E. Info Systems Limited
1114,INE882A01013,Maral Overseas Limited
1115,INE182D01020,Marathon Nextgen Realty Limited
1116,INE196A01026,Marico Limited
1117,INE01JE01028,Marine Electricals (India) Limited
1118,INE750C01026,Marksans Pharma Limited
1119,INE00SZ01018,Marshall Machines Limited
1120,INE585B01010,Maruti Suzuki India Limited
1121,INE348L01012,MAS Financial Services Limited
1122,INE885F01015,Mask Investments Limited
1123,INE759A01021,Mastek Limited
1124,INE866R01028,Matrimony.Com Limited
1125,INE636A01039,Mawana Sugars Limited
1126,INE03EI01018,Max Estates Limited
1127,INE027H01010,Max Healthcare Institute Limited
1128,INE0CG601016,Max India Limited
1129,INE040D01038,Mayur Uniquoters Ltd
1130,INE885E01034,Mazda Limited
1131,INE249Z01012,Mazagon Dock Shipbuilders Limited
1132,INE900L01010,Madhya Bharat Agro Products Limited
1133,INE748A01016,Mcnally Bharat Engineering Company Limited
1134,INE912H01013,MBL Infrastructure Limited
1135,INE813V01022,Madhav Copper Limited
1136,INE942G01012,Mcleod Russel India Limited
1137,INE745G01035,Multi Commodity Exchange of India Limited
1138,INE474Q01031,Global Health Limited
1139,INE456Z01021,Medi Assist Healthcare Services Limited
1140,INE646B01010,Medicamen Biotech Limited
1141,INE630Y01024,Medico Remedies Limited
1142,INE804L01022,Medplus Health Services Limited
1143,INE933B01012,Megasoft Limited
1144,INE00EM01016,Megastar Foods Limited
1145,INE071D01033,Menon Bearings Limited
1146,INE776I01010,MEP Infrastructure Developers Limited
1147,INE317I01021,Metro Brands Limited
1148,INE112L01020,Metropolis Healthcare Limited
1149,INE0US801024,Mahalaxmi Fabric Mills Limited
1150,INE180A01020,Max Financial Services Limited
1151,INE0APB01024,Mangalam Global Enterprise Limited
1152,INE002S01010,Mahanagar Gas Limited
1153,INE112D01035,Mahalaxmi Rubtech Limited
1154,INE998I01010,Mahindra Holidays & Resorts India Limited
1155,INE287C01037,MIC Electronics Limited
1156,INE099Z01011,Mishra Dhatu Nigam Limited
1157,INE842C01021,Minda Corporation Limited
1158,INE110B01017,Mindteck (India) Limited
1159,INE831A01028,MIRC Electronics Limited
1160,INE771A01026,Mirza International Limited
1161,INE828O01033,MITCON Consultancy & Engineering Services Limited
1162,INE997Y01027,Mittal Life Style Limited
1163,INE964W01021,M K Proteins Limited
1164,INE227C01017,MM Forgings Limited
1165,INE511Y01018,MMP Industries Limited
1166,INE123F01029,MMTC Limited
1167,INE832A01018,Modi Rubber Limited
1168,INE737D01021,MODISON LIMITED
1169,INE794W01014,Modern Threads (India) Limited
1170,INE954E01012,Mohit Industries Limited
1171,INE490G01020,MOIL Limited
1172,INE514Y01020,Moksh Ornaments Limited
1173,INE0CT101020,Meghmani Organics Limited
1174,INE835B01035,Mold-Tek Technologies Limited
1175,INE893J01029,Mold-Tek Packaging Limited
1176,INE903D01011,Monarch Networth Capital Limited
1177,INE950M01013,Monte Carlo Fashions Limited
1178,INE161G01027,Morarjee Textiles Limited
1179,INE083A01026,Morepen Laboratories Limited
1180,INE775A01035,Samvardhana Motherson International Limited
1181,INE338I01027,Motilal Oswal Financial Services Limited
1182,INE0FRK01012,Motisons Jewellers Limited
1183,INE861B01023,The Motor & General Finance Limited
1184,INE356A01018,MphasiS Limited
1185,INE943D01017,MPS Limited
1186,INE883A01011,MRF Limited
1187,INE398B01018,MRO-TEK Realty Limited
1188,INE103A01014,Mangalore Refinery and Petrochemicals Limited
1189,INE752G01015,MSP Steel & Power Limited
1190,INE255X01014,Mstc Limited
1191,INE0FS801015,Motherson Sumi Wiring India Limited
1192,INE864I01014,Mtar Technologies Limited
1193,INE472M01018,MT Educare Limited
1194,INE153A01019,Mahanagar Telephone Nigam Limited
1195,INE08KJ01020,Mufin Green Finance Limited
1196,INE220Q01020,Credo Brands Marketing Limited
1197,INE304A01026,Mukand Limited
1198,INE0CG401037,Mukka Proteins Limited
1199,INE374B01019,Mukta Arts Limited
1200,INE672B01032,Munjal Auto Industries Limited
1201,INE577A01027,Munjal Showa Limited
1202,INE692B01014,Murudeshwar Ceramics Limited
1203,INE296G01013,Muthoot Capital Services Limited
1204,INE414G01012,Muthoot Finance Limited
1205,INE046W01019,Muthoot Microfin Limited
1206,INE0KNT01012,Manoj Vaibhav Gems N Jewellers Limited
1207,INE295D01020,NACL Industries Limited
1208,INE454M01024,Nagarjuna Fertilizers and Chemicals Limited
1209,INE245I01016,Nagreeka Capital & Infrastructure Limited
1210,INE123B01028,Nagreeka Exports Limited
1211,INE049I01012,Nahar Capital and Financial Services Limited
1212,INE289A01011,Nahar Industrial Enterprises Limited
1213,INE308A01027,Nahar Poly Films Limited
1214,INE290A01027,Nahar Spinning Mills Limited
1215,INE298J01013,Nippon Life India Asset Management Limited
1216,INE117Z20011,Narmada Agrobase Ltd-RE
1217,INE117Z01011,Narmada Agrobase Limited
1218,INE987B01026,Natco Pharma Limited
1219,INE448G01010,Nath Bio-Genes (India) Limited
1220,INE139A01034,National Aluminium Company Limited
1221,INE663F01024,Info Edge (India) Limited
1222,INE725A01022,NAVA LIMITED
1223,INE048G01026,Navin Fluorine International Limited
1224,INE278M01019,Navkar Corporation Limited
1225,INE060A01024,Navneet Education Limited
1226,INE418L01021,Nazara Technologies Limited
1227,INE095N01031,NBCC (India) Limited
1228,INE365I01020,N. B. I. Industrial Finance Company Limited
1229,INE868B01028,NCC Limited
1230,INE732C01016,NCL Industries Limited
1231,INE756C01015,Naga Dhunseri Group Limited
1232,INE875G01048,Nandan Denim Limited
1233,INE353A01023,NDL Ventures Limited
1234,INE07OG01012,Ndr Auto Components Limited
1235,INE155G01029,New Delhi Television Limited
1236,INE553C01016,North Eastern Carrying Corporation Limited
1237,INE023H01027,Nectar Lifesciences Limited
1238,INE189I01024,Nelcast Limited
1239,INE045B01015,NELCO Limited
1240,INE136S01016,Neogen Chemicals Limited
1241,INE317F01035,Nesco Limited
1242,INE239A01024,Nestle India Limited
1243,INE0NT901020,Netweb Technologies India Limited
1244,INE870H01013,Network18 Media & Investments Limited
1245,INE794A01010,Neuland Laboratories Limited
1246,INE619B01017,Newgen Software Technologies Limited
1247,INE747B01016,Next Mediaworks Limited
1248,INE870D01012,National Fertilizers Limited
1249,INE236Y01012,Nakoda Group of Industries Limited
